field_id	title	Group	Subgroup
23400	Total cholesterol	Cholesterol
23401	Total cholesterol minus HDL-C	Cholesterol
23402	Remnant cholesterol (non-HDL, non-LDL -cholesterol)	Cholesterol
23403	VLDL cholesterol	Cholesterol
23404	Clinical LDL cholesterol	Cholesterol
23405	LDL cholesterol	Cholesterol
23406	HDL cholesterol	Cholesterol
23407	Total triglycerides	Triglycerides
23408	Triglycerides in VLDL	Triglycerides
23409	Triglycerides in LDL	Triglycerides
23410	Triglycerides in HDL	Triglycerides
23411	Total phospholipids in lipoprotein particles	Phospholipids
23412	Phospholipids in VLDL	Phospholipids
23413	Phospholipids in LDL	Phospholipids
23414	Phospholipids in HDL	Phospholipids
23415	Total esterified cholesterol	Cholesteryl esters
23416	Cholesteryl esters in VLDL	Cholesteryl esters
23417	Cholesteryl esters in LDL	Cholesteryl esters
23418	Cholesteryl esters in HDL	Cholesteryl esters
23419	Total free cholesterol	Free cholesterol
23420	Free cholesterol in VLDL	Free cholesterol
23421	Free cholesterol in LDL	Free cholesterol
23422	Free cholesterol in HDL	Free cholesterol
23423	Total lipids in lipoprotein particles	Total lipids
23424	Total lipids in VLDL	Total lipids
23425	Total lipids in LDL	Total lipids
23426	Total lipids in HDL	Total lipids
23427	Total concentration of lipoprotein particles	Lipoprotein particle concentrations
23428	Concentration of VLDL particles	Lipoprotein particle concentrations
23429	Concentration of LDL particles	Lipoprotein particle concentrations
23430	Concentration of HDL particles	Lipoprotein particle concentrations
23431	Average diameter for VLDL particles	Lipoprotein particle sizes
23432	Average diameter for LDL particles	Lipoprotein particle sizes
23433	Average diameter for HDL particles	Lipoprotein particle sizes
23434	Phosphoglycerides	Other lipids
23435	Ratio of triglycerides to phosphoglycerides	Other lipids
23436	Total cholines	Other lipids
23437	Phosphatidylcholines	Other lipids
23438	Sphingomyelins	Other lipids
23439	Apolipoprotein B	Apolipoproteins
23440	Apolipoprotein A1	Apolipoproteins
23441	Ratio of apolipoprotein B to apolipoprotein A1	Apolipoproteins
23442	Total fatty acids	Fatty acids
23443	Degree of unsaturation	Fatty acids
23444	Omega-3 fatty acids	Fatty acids
23445	Omega-6 fatty acids	Fatty acids
23446	Polyunsaturated fatty acids	Fatty acids
23447	Monounsaturated fatty acids	Fatty acids
23448	Saturated fatty acids	Fatty acids
23449	Linoleic acid	Fatty acids
23450	Docosahexaenoic acid	Fatty acids
23451	Ratio of omega-3 fatty acids to total fatty acids	Fatty acids	Fatty acid ratios
23452	Ratio of omega-6 fatty acids to total fatty acids	Fatty acids	Fatty acid ratios
23453	Ratio of polyunsaturated fatty acids to total fatty acids	Fatty acids	Fatty acid ratios
23454	Ratio of monounsaturated fatty acids to total fatty acids	Fatty acids	Fatty acid ratios
23455	Ratio of saturated fatty acids to total fatty acids	Fatty acids	Fatty acid ratios
23456	Ratio of linoleic acid to total fatty acids	Fatty acids	Fatty acid ratios
23457	Ratio of docosahexaenoic acid to total fatty acids	Fatty acids	Fatty acid ratios
23458	Ratio of polyunsaturated fatty acids to monounsaturated fatty acids	Fatty acids	Fatty acid ratios
23459	Ratio of omega-6 fatty acids to omega-3 fatty acids	Fatty acids	Fatty acid ratios
23460	Alanine	Amino acids
23461	Glutamine	Amino acids
23462	Glycine	Amino acids
23463	Histidine	Amino acids
23464	Total concentration of branched-chain amino acids (leucine + isoleucine + valine)	Amino acids	Branched-chain amino acids
23465	Isoleucine	Amino acids	Branched-chain amino acids
23466	Leucine	Amino acids	Branched-chain amino acids
23467	Valine	Amino acids	Branched-chain amino acids
23468	Phenylalanine	Amino acids	Aromatic amino acids
23469	Tyrosine	Amino acids	Aromatic amino acids
23470	Glucose	Glycolysis related metabolites
23471	Lactate	Glycolysis related metabolites
23472	Pyruvate	Glycolysis related metabolites
23473	Citrate	Glycolysis related metabolites
23474	3-Hydroxybutyrate	Ketone bodies
23475	Acetate	Ketone bodies
23476	Acetoacetate	Ketone bodies
23477	Acetone	Ketone bodies
23478	Creatinine	Fluid balance
23479	Albumin	Fluid balance
23480	Glycoprotein acetyls	Inflammation
23481	Concentration of chylomicrons and extremely large VLDL particles	Lipoprotein subclasses	Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)
23482	Total lipids in chylomicrons and extremely large VLDL	Lipoprotein subclasses	Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)
23483	Phospholipids in chylomicrons and extremely large VLDL	Lipoprotein subclasses	Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)
23484	Cholesterol in chylomicrons and extremely large VLDL	Lipoprotein subclasses	Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)
23485	Cholesteryl esters in chylomicrons and extremely large VLDL	Lipoprotein subclasses	Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)
23486	Free cholesterol in chylomicrons and extremely large VLDL	Lipoprotein subclasses	Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)
23487	Triglycerides in chylomicrons and extremely large VLDL	Lipoprotein subclasses	Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)
23488	Concentration of very large VLDL particles	Lipoprotein subclasses	Very large VLDL (average diameter 64 nm)
23489	Total lipids in very large VLDL	Lipoprotein subclasses	Very large VLDL (average diameter 64 nm)
23490	Phospholipids in very large VLDL	Lipoprotein subclasses	Very large VLDL (average diameter 64 nm)
23491	Cholesterol in very large VLDL	Lipoprotein subclasses	Very large VLDL (average diameter 64 nm)
23492	Cholesteryl esters in very large VLDL	Lipoprotein subclasses	Very large VLDL (average diameter 64 nm)
23493	Free cholesterol in very large VLDL	Lipoprotein subclasses	Very large VLDL (average diameter 64 nm)
23494	Triglycerides in very large VLDL	Lipoprotein subclasses	Very large VLDL (average diameter 64 nm)
23495	Concentration of large VLDL particles	Lipoprotein subclasses	Large VLDL (average diameter 53.6 nm)
23496	Total lipids in large VLDL	Lipoprotein subclasses	Large VLDL (average diameter 53.6 nm)
23497	Phospholipids in large VLDL	Lipoprotein subclasses	Large VLDL (average diameter 53.6 nm)
23498	Cholesterol in large VLDL	Lipoprotein subclasses	Large VLDL (average diameter 53.6 nm)
23499	Cholesteryl esters in large VLDL	Lipoprotein subclasses	Large VLDL (average diameter 53.6 nm)
23500	Free cholesterol in large VLDL	Lipoprotein subclasses	Large VLDL (average diameter 53.6 nm)
23501	Triglycerides in large VLDL	Lipoprotein subclasses	Large VLDL (average diameter 53.6 nm)
23502	Concentration of medium VLDL particles	Lipoprotein subclasses	Medium VLDL (average diameter 44.5 nm)
23503	Total lipids in medium VLDL	Lipoprotein subclasses	Medium VLDL (average diameter 44.5 nm)
23504	Phospholipids in medium VLDL	Lipoprotein subclasses	Medium VLDL (average diameter 44.5 nm)
23505	Cholesterol in medium VLDL	Lipoprotein subclasses	Medium VLDL (average diameter 44.5 nm)
23506	Cholesteryl esters in medium VLDL	Lipoprotein subclasses	Medium VLDL (average diameter 44.5 nm)
23507	Free cholesterol in medium VLDL	Lipoprotein subclasses	Medium VLDL (average diameter 44.5 nm)
23508	Triglycerides in medium VLDL	Lipoprotein subclasses	Medium VLDL (average diameter 44.5 nm)
23509	Concentration of small VLDL particles	Lipoprotein subclasses	Small VLDL (average diameter 36.8 nm)
23510	Total lipids in small VLDL	Lipoprotein subclasses	Small VLDL (average diameter 36.8 nm)
23511	Phospholipids in small VLDL	Lipoprotein subclasses	Small VLDL (average diameter 36.8 nm)
23512	Cholesterol in small VLDL	Lipoprotein subclasses	Small VLDL (average diameter 36.8 nm)
23513	Cholesteryl esters in small VLDL	Lipoprotein subclasses	Small VLDL (average diameter 36.8 nm)
23514	Free cholesterol in small VLDL	Lipoprotein subclasses	Small VLDL (average diameter 36.8 nm)
23515	Triglycerides in small VLDL	Lipoprotein subclasses	Small VLDL (average diameter 36.8 nm)
23516	Concentration of very small VLDL particles	Lipoprotein subclasses	Very small VLDL (average diameter 31.3 nm)
23517	Total lipids in very small VLDL	Lipoprotein subclasses	Very small VLDL (average diameter 31.3 nm)
23518	Phospholipids in very small VLDL	Lipoprotein subclasses	Very small VLDL (average diameter 31.3 nm)
23519	Cholesterol in very small VLDL	Lipoprotein subclasses	Very small VLDL (average diameter 31.3 nm)
23520	Cholesteryl esters in very small VLDL	Lipoprotein subclasses	Very small VLDL (average diameter 31.3 nm)
23521	Free cholesterol in very small VLDL	Lipoprotein subclasses	Very small VLDL (average diameter 31.3 nm)
23522	Triglycerides in very small VLDL	Lipoprotein subclasses	Very small VLDL (average diameter 31.3 nm)
